"userId","movieId","predicted_rating","rating"
30,5952,0,5
30,126,5,0
30,149,5,0
30,171,5,0
30,183,5,0
30,238,5,0
30,269,5,0
30,278,5,0
30,298,5,0
30,320,5,0
30,451,5,0
31,1,0,5
31,377,0,5
31,588,0,5
31,648,0,5
31,733,0,5
31,784,0,5
31,912,0,5
31,1036,0,5
31,1057,0,5
31,1197,0,5
31,1519,5,0
31,2965,5,0
31,3899,5,0
31,3958,5,0
31,4323,5,0
31,4402,5,0
31,6158,5,0
31,6983,5,0
31,7184,5,0
31,26366,5,0
32,50,0,5
32,58,0,5
32,194,0,5
32,260,0,5
32,265,0,5
32,272,0,5
32,296,0,5
32,318,0,5
32,345,0,5
32,497,0,5
32,618,5,0
32,1151,5,0
32,1631,5,0
32,1696,5,0
32,2075,5,0
32,2896,5,0
32,3567,5,0
32,4284,5,0
32,4813,5,0
32,6751,5,0
33,28,0,5
33,36,0,5
33,39,0,5
33,50,0,5
33,110,0,5
33,265,0,5
33,296,0,5
33,307,0,5
33,337,0,5
33,339,0,5
33,30,5,0
33,227,5,0
33,284,5,0
33,289,5,0
33,499,5,0
33,567,5,0
33,617,5,0
33,679,5,0
33,790,5,0
33,2,0,0
34,10,0,5
34,2273,0,5
34,3793,0,5
34,3996,0,5
34,4446,0,5
34,5349,0,5
34,6333,0,5
34,6539,0,5
34,6618,0,5
34,6711,0,5
34,40,5,0
34,83,5,0
34,626,5,0
34,1167,5,0
34,4284,5,0
34,4323,5,0
34,6344,5,0
34,27695,5,0
34,55854,5,0
34,130482,5,0
35,21,0,5
35,50,0,5
35,60,0,5
35,62,0,5
35,150,0,5
35,185,0,5
35,261,0,5
35,339,0,5
35,590,0,5
35,11,0,4
35,106,4.5,0
35,241,4.5,0
35,2695,4.5,0
35,2737,4.5,0
35,2738,4.5,0
35,2874,4.5,0
35,3403,4.5,0
35,3414,4.5,0
35,3449,4.5,0
35,3851,4.5,0
36,1617,0,4.5
36,2359,0,4.5
36,3347,0,4.5
36,3363,0,4.5
36,3897,0,4.5
36,318,0,4
36,1234,0,4
36,1262,0,4
36,2376,0,4
36,5312,0,4
36,467,5,0
36,1105,5,0
36,1739,5,0
36,2493,5,0
36,3872,5,0
36,4402,5,0
36,6706,5,0
36,7096,5,0
36,8690,5,0
36,8911,5,0
37,150,0,5
37,165,0,5
37,231,0,5
37,296,0,5
37,316,0,5
37,344,0,5
37,593,0,5
37,671,0,5
37,1061,0,5
37,292,0,4
37,1140,5,0
37,1519,5,0
37,2493,5,0
37,2965,5,0
37,3106,5,0
37,3496,5,0
37,6983,5,0
37,7312,5,0
37,99636,5,0
37,131724,5,0
38,11,0,5
38,50,0,5
38,110,0,5
38,151,0,5
38,223,0,5
38,246,0,5
38,318,0,5
38,357,0,5
38,457,0,5
38,497,0,5
38,106,5,0
38,148,5,0
38,171,5,0
38,178,5,0
38,467,5,0
38,476,5,0
38,496,5,0
38,824,5,0
38,889,5,0
38,1085,5,0
39,50,0,5
39,260,0,5
39,296,0,5
39,593,0,5
39,608,0,5
39,1089,0,5
39,1196,0,5
39,1197,0,5
39,1200,0,5
39,1210,0,5
39,40,5,0
39,626,5,0
39,791,5,0
39,1116,5,0
39,1137,5,0
39,1144,5,0
39,1685,5,0
39,2820,5,0
39,2965,5,0
39,3567,5,0
40,1,0,5
40,17,0,5
40,34,0,5
40,62,0,5
40,82,0,5
40,111,0,5
40,150,0,5
40,163,0,5
40,203,0,5
40,223,0,5
40,615,5,0
40,779,5,0
40,888,5,0
40,891,5,0
40,901,5,0
40,936,5,0
40,946,5,0
40,947,5,0
40,1582,5,0
40,2695,5,0
41,296,0,5
41,1206,0,5
41,1258,0,5
41,1259,0,5
41,1721,0,5
41,2160,0,5
41,2712,0,5
41,3948,0,5
41,4022,0,5
41,4816,0,5
41,183,5,0
41,347,5,0
41,2848,5,0
41,2894,5,0
41,2896,5,0
41,4500,5,0
41,4715,5,0
41,4717,5,0
41,4827,5,0
41,5105,5,0
42,10,0,5
42,11,0,5
42,16,0,5
42,22,0,5
42,50,0,5
42,150,0,5
42,223,0,5
42,253,0,5
42,260,0,5
42,288,0,5
42,40,5,0
42,83,5,0
42,103,5,0
42,189,5,0
42,201,5,0
42,219,5,0
42,243,5,0
42,254,5,0
42,279,5,0
42,310,5,0
43,1,0,5
43,3,0,5
43,5,0,5
43,7,0,5
43,8,0,5
43,23,0,5
43,29,0,5
43,34,0,5
43,48,0,5
43,57,0,5
43,335,5,0
43,385,5,0
43,1477,5,0
43,1739,5,0
43,1825,5,0
43,1841,5,0
43,4284,5,0
43,4813,5,0
43,7457,5,0
43,27373,5,0
44,112,0,5
44,260,0,5
44,733,0,5
44,737,0,5
44,1210,0,5
44,1429,0,5
44,1476,0,5
44,1639,0,5
44,18,0,4
44,36,0,4
44,64,5,0
44,68,5,0
44,80,5,0
44,82,5,0
44,126,5,0
44,146,5,0
44,156,5,0
44,263,5,0
44,321,5,0
44,363,5,0
45,50,0,5
45,104,0,5
45,110,0,5
45,150,0,5
45,165,0,5
45,216,0,5
45,223,0,5
45,231,0,5
45,260,0,5
45,296,0,5
45,83,5,0
45,484,5,0
45,2493,5,0
45,2820,5,0
45,4284,5,0
45,6125,5,0
45,6145,5,0
45,6344,5,0
45,6453,5,0
45,27695,5,0
46,1,0,5
46,50,0,5
46,110,0,5
46,173,0,5
46,266,0,5
46,292,0,5
46,339,0,5
46,364,0,5
46,380,0,5
46,454,0,5
46,1537,5,0
46,6244,5,0
46,33171,5,0
46,33669,5,0
46,50274,5,0
46,115664,5,0
46,172591,5,0
46,387,4.5,0
46,1554,4.5,0
46,2363,4.5,0
47,3147,0,5
47,47423,0,5
47,51931,0,5
47,112552,0,5
47,112804,0,5
47,356,0,4.5
47,391,0,4.5
47,33166,0,4.5
47,84152,0,4.5
47,318,0,4
47,238,5,0
47,341,5,0
47,808,5,0
47,876,5,0
47,1477,5,0
47,1718,5,0
47,1841,5,0
47,2032,5,0
47,2362,5,0
47,2415,5,0
48,1580,0,5
48,2115,0,5
48,2571,0,5
48,4886,0,5
48,1356,0,4.5
48,1584,0,4.5
48,1625,0,4.5
48,1653,0,4.5
48,1690,0,4.5
48,2081,0,4.5
48,13,4.5,0
48,26,4.5,0
48,29,4.5,0
48,38,4.5,0
48,43,4.5,0
48,72,4.5,0
48,73,4.5,0
48,94,4.5,0
48,97,4.5,0
48,125,4.5,0
49,527,0,4.5
49,1097,0,4.5
49,1200,0,4.5
49,2028,0,4.5
49,2571,0,4.5
49,4022,0,4.5
49,47099,0,4.5
49,79132,0,4.5
49,109487,0,4.5
49,139385,0,4.5
49,3567,4.5,0
49,40,4.25,0
49,6561,4.25,0
49,8690,4.166667,0
49,178,4,0
49,389,4,0
49,1056,4,0
49,1132,4,0
49,1150,4,0
49,3106,4,0
50,924,0,4.5
50,1204,0,4.5
50,1208,0,4.5
50,1251,0,4.5
50,111,0,4
50,296,0,4
50,541,0,4
50,608,0,4
50,750,0,4
50,858,0,4
50,58,5,0
50,212,5,0
50,217,5,0
50,227,5,0
50,255,5,0
50,258,5,0
50,287,5,0
50,335,5,0
50,384,5,0
50,389,5,0
51,70,0,5
51,76,0,5
51,111,0,5
51,236,0,5
51,247,0,5
51,260,0,5
51,497,0,5
51,551,0,5
51,589,0,5
51,593,0,5
51,13,5,0
51,26,5,0
51,30,5,0
51,85,5,0
51,96,5,0
51,116,5,0
51,154,5,0
51,183,5,0
51,194,5,0
51,199,5,0
52,318,0,5
52,356,0,5
52,364,0,5
52,588,0,5
52,733,0,5
52,1210,0,5
52,1704,0,5
52,1923,0,5
52,2571,0,5
52,4901,0,5
52,189,5,0
52,201,5,0
52,219,5,0
52,243,5,0
52,254,5,0
52,279,5,0
52,304,5,0
52,310,5,0
52,336,5,0
52,359,5,0
53,203,0,5
53,249,0,5
53,381,0,5
53,413,0,5
53,481,0,5
53,748,0,5
53,880,0,5
53,916,0,5
53,922,0,5
53,1049,0,5
53,1477,4,0
53,2493,4,0
53,6983,4,0
53,99636,4,0
53,113829,4,0
53,114265,4,0
53,121129,4,0
53,124851,4,0
53,131724,4,0
53,135198,4,0
54,318,0,4
54,356,0,4
54,593,0,4
54,1,0,3
54,17,0,3
54,21,0,3
54,32,0,3
54,47,0,3
54,50,0,3
54,110,0,3
54,146,5,0
54,363,5,0
54,567,5,0
54,617,5,0
54,691,5,0
54,998,5,0
54,1318,5,0
54,1329,5,0
54,1572,5,0
54,1655,5,0
55,2542,0,5
55,3275,0,5
55,4011,0,5
55,27831,0,5
55,48516,0,5
55,33166,0,4.5
55,44665,0,4.5
55,1275,0,4
55,1293,0,4
55,2890,0,4
55,2493,5,0
55,2820,5,0
55,113829,5,0
55,114265,5,0
55,124851,5,0
55,141718,5,0
55,142056,5,0
55,167296,5,0
55,167732,5,0
55,1990,4.5,0
56,19,0,5
56,47,0,5
56,231,0,5
56,344,0,5
56,356,0,5
56,364,0,5
56,480,0,5
56,593,0,5
56,10,0,4
56,11,0,4
56,2969,5,0
56,4083,5,0
56,4947,5,0
56,5059,5,0
56,5513,5,0
56,7455,5,0
56,32914,5,0
56,43684,5,0
56,46231,5,0
56,81535,5,0
57,1,0,5
57,50,0,5
57,235,0,5
57,260,0,5
57,457,0,5
57,480,0,5
57,527,0,5
57,541,0,5
57,593,0,5
57,595,0,5
57,189,5,0
57,201,5,0
57,219,5,0
57,243,5,0
57,254,5,0
57,279,5,0
57,310,5,0
57,336,5,0
57,359,5,0
57,449,5,0
58,7,0,5
58,32,0,5
58,39,0,5
58,47,0,5
58,50,0,5
58,110,0,5
58,168,0,5
58,218,0,5
58,222,0,5
58,231,0,5
58,49,5,0
58,103,5,0
58,148,5,0
58,285,5,0
58,484,5,0
58,496,5,0
58,549,5,0
58,633,5,0
58,869,5,0
58,1140,5,0
59,41,0,5
59,111,0,5
59,527,0,5
59,541,0,5
59,593,0,5
59,608,0,5
59,648,0,5
59,750,0,5
59,858,0,5
59,903,0,5
59,177,5,0
59,534,5,0
59,841,5,0
59,876,5,0
59,921,5,0
59,942,5,0
59,943,5,0
59,1140,5,0
59,1412,5,0
59,1477,5,0
60,527,0,5
60,858,0,5
60,58559,0,5
60,318,0,4
60,362,0,4
60,783,0,4
60,805,0,4
60,1242,0,4
60,2150,0,4
60,2739,0,4
60,828,5,0
60,3073,5,0
60,6983,5,0
60,7184,5,0
60,113207,5,0
60,121129,5,0
60,142056,5,0
60,167296,5,0
60,2896,4.75,0
60,160848,4.666667,0
61,318,0,5
61,1304,0,5
61,32,5,4.5
61,50,0,4.5
61,293,0,4.5
61,555,0,4.5
61,1089,0,4.5
61,1201,0,4.5
61,1208,0,4.5
61,1214,0,4.5
61,150,5,0
61,307,5,0
61,334,5,0
61,480,5,0
61,592,5,0
61,608,5,0
61,618,5,0
61,919,5,0
61,1,0,0
61,2,0,0
62,293,0,5
62,356,0,5
62,593,0,5
62,858,0,5
62,1089,0,5
62,1203,0,5
62,1221,0,5
62,1645,0,5
62,1653,0,5
62,1704,0,5
62,177,5,0
62,315,5,0
62,489,5,0
62,765,5,0
62,905,5,0
62,932,5,0
62,935,5,0
62,946,5,0
62,1211,5,0
62,1354,5,0
63,1,0,5
63,50,0,5
63,260,0,5
63,296,0,5
63,318,0,5
63,344,0,5
63,745,0,5
63,1080,0,5
63,1136,0,5
63,1148,0,5
63,74,5,0
63,488,5,0
63,638,5,0
63,907,5,0
63,976,5,0
63,982,5,0
63,993,5,0
63,1018,5,0
63,1363,5,0
63,1398,5,0
64,16,0,5
64,266,0,5
64,318,0,5
64,527,0,5
64,590,0,5
64,593,0,5
64,778,0,5
64,858,0,5
64,1090,0,5
64,1096,0,5
64,3099,5,0
64,3466,5,0
64,4178,5,0
64,4476,5,0
64,5890,5,0
64,6357,5,0
64,8804,5,0
64,26350,5,0
64,31522,5,0
64,48698,5,0
65,55247,0,5
65,1682,0,4.5
65,2329,0,4.5
65,2959,0,4.5
65,3147,0,4.5
65,44191,0,4.5
65,48780,0,4.5
65,58559,0,4.5
65,64614,0,4.5
65,74458,0,4.5
65,283,5,0
65,1123,5,0
65,1150,5,0
65,1331,5,0
65,1406,5,0
65,1519,5,0
65,1533,5,0
65,1860,5,0
65,1980,5,0
65,2068,5,0
66,32,0,5
66,47,0,5
66,110,0,5
66,224,0,5
66,296,0,5
66,356,0,5
66,357,0,5
66,535,0,5
66,541,0,5
66,922,0,5
66,117,5,0
66,220,5,0
66,311,5,0
66,636,5,0
66,2634,5,0
66,3958,4.75,0
66,148,4.666667,0
66,496,4.666667,0
66,241,4.5,0
66,285,4.5,0
67,293,0,5
67,1527,0,5
67,8604,0,5
67,27193,0,5
67,296,0,4.5
67,318,0,4.5
67,356,0,4.5
67,1270,0,4.5
67,2028,0,4.5
67,2571,0,4.5
67,27266,5,0
67,64167,5,0
67,147374,5,0
67,48997,4.75,0
67,954,4.5,0
67,1054,4.5,0
67,1128,4.5,0
67,2013,4.5,0
67,2022,4.5,0
67,2332,4.5,0
68,260,0,5
68,377,0,5
68,920,0,5
68,1196,0,5
68,1197,0,5
68,1198,0,5
68,1210,0,5
68,1291,0,5
68,1408,0,5
68,2081,0,5
68,55,5,0
68,113,5,0
68,129,5,0
68,148,5,0
68,285,5,0
68,294,5,0
68,324,5,0
68,341,5,0
68,389,5,0
68,451,5,0
69,50,0,5
69,260,0,5
69,296,0,5
69,318,0,5
69,333,0,5
69,541,0,5
69,553,0,5
69,593,0,5
69,924,0,5
69,1101,0,5
69,68,5,0
69,80,5,0
69,82,5,0
69,156,5,0
69,187,5,0
69,232,5,0
69,263,5,0
69,321,5,0
69,365,5,0
69,391,5,0
70,36,0,5
70,527,0,5
70,858,0,5
70,953,0,5
70,1172,0,5
70,1193,0,5
70,1210,0,5
70,1246,0,5
70,1293,0,5
70,1300,0,5
70,285,5,0
70,1516,5,0
70,2493,5,0
70,6125,5,0
70,6453,5,0
70,102007,5,0
70,142056,5,0
70,167296,5,0
70,626,4.75,0
70,828,4.5,0
71,1,0,5
71,86,0,5
71,165,0,5
71,736,0,5
71,780,0,5
71,802,0,5
71,1101,0,5
71,1356,0,5
71,62,0,4
71,95,0,4
71,187,5,0
71,241,5,0
71,283,5,0
71,385,5,0
71,452,5,0
71,695,5,0
71,698,5,0
71,1055,5,0
71,1150,5,0
71,1406,5,0
72,260,0,5
72,318,0,5
72,2571,0,5
72,4973,0,5
72,32,0,4.5
72,47,0,4.5
72,50,0,4.5
72,110,0,4.5
72,296,0,4.5
72,457,0,4.5
72,26,5,0
72,40,5,0
72,187,5,0
72,194,5,0
72,283,5,0
72,376,5,0
72,381,5,0
72,385,5,0
72,407,5,0
72,418,5,0
73,1193,0,5
73,1206,0,5
73,1682,0,5
73,1732,0,5
73,2028,0,5
73,2858,0,5
73,3535,0,5
73,3793,0,5
73,4878,0,5
73,4979,0,5
73,40,5,0
73,103,5,0
73,178,5,0
73,189,5,0
73,201,5,0
73,219,5,0
73,238,5,0
73,243,5,0
73,254,5,0
73,279,5,0
74,58,0,5
74,111,0,5
74,194,0,5
74,296,0,5
74,307,0,5
74,308,0,5
74,475,0,5
74,608,0,5
74,858,0,5
74,923,0,5
74,171,5,0
74,449,5,0
74,451,5,0
74,679,5,0
74,715,5,0
74,889,5,0
74,1150,5,0
74,1824,5,0
74,2102,5,0
74,2820,5,0
75,260,0,5
75,2078,0,5
75,3681,0,5
75,4993,0,5
75,589,0,4.5
75,908,0,4.5
75,928,0,4.5
75,1196,0,4.5
75,1198,0,4.5
75,1214,0,4.5
75,3106,5,0
75,6408,5,0
75,8738,5,0
75,26147,5,0
75,8,4.5,0
75,611,4.5,0
75,695,4.5,0
75,710,4.5,0
75,711,4.5,0
75,1007,4.5,0
76,858,0,5
76,1136,0,5
76,1213,0,5
76,8957,0,5
76,34405,0,5
76,296,0,4.5
76,778,0,4.5
76,1080,0,4.5
76,1089,0,4.5
76,1206,0,4.5
76,40,5,0
76,85,5,0
76,106,5,0
76,126,5,0
76,177,5,0
76,190,5,0
76,241,5,0
76,255,5,0
76,284,5,0
76,289,5,0
77,260,0,5
77,1196,0,5
77,1198,0,5
77,1210,0,5
77,2571,0,5
77,3578,0,5
77,3996,0,5
77,4993,0,5
77,5349,0,5
77,5378,0,5
77,828,5,0
77,81535,5,0
77,241,4.666667,0
77,2737,4.666667,0
77,2659,4.625,0
77,85,4.5,0
77,385,4.5,0
77,452,4.5,0
77,698,4.5,0
77,1055,4.5,0
78,1036,0,5
78,1240,0,5
78,2791,0,5
78,318,0,4.5
78,589,0,4.5
78,1198,0,4.5
78,2571,0,4.5
78,2716,0,4.5
78,3868,0,4.5
78,8528,0,4.5
78,40,5,0
78,55,5,0
78,103,5,0
78,113,5,0
78,137,5,0
78,324,5,0
78,467,5,0
78,722,5,0
78,889,5,0
78,1105,5,0
79,164,0,5
79,246,0,5
79,260,0,5
79,480,0,5
79,589,0,5
79,858,0,5
79,1127,0,5
79,1189,0,5
79,1191,0,5
79,1192,0,5
79,148,5,0
79,171,5,0
79,212,5,0
79,258,5,0
79,284,5,0
79,285,5,0
79,287,5,0
79,289,5,0
79,294,5,0
79,406,5,0
80,318,0,5
80,593,0,5
80,1214,0,5
80,2959,0,5
80,3275,0,5
80,3535,0,5
